global_sentence_id,document_id,sentence_id,sentence
524,4,7,"געװיס, מ׳קאָן אױך זאָגן׃ אין אָנהײב איז געװען דער ט ו י ט, דען די עלטסטע עקזיסטירדיקע באַפּוצטע האַנטשריפֿט, דער באַרימטער פּאַפּירוס פֿון לוּװר, אַנטהאַלט קבֿורה־צערעמאָניעס געמאָלט מיט גאָלד און לײַכטנדיקע פֿאַרבן."
525,4,8,"אָדער מ׳װאָלט אױך געקענט באַהױפּטן, אַז די התחלה פֿונעם בוך איז געװען די מ ל ח מ ה, װײַל די פֿריסטע אילומינירטע פּאַרמעטענע האַנטשריפֿטן, װעלכע זײַנען אונדז באַװוּסט, די װירגיל־ראָלן פֿונעם 4טן יאָרהונדערט, אַנטהאַלטן סצענעס פֿון מלחמה."
526,4,9,"אין די דאָזיקע בײדע פֿאַלן האַנדלט עס זיך אָבער װעגן אילוסטראַציעס, װאָס זײערע קאָמפּאָזיציעס זײַנען ניט סטערעאָטיפּיזירט געװאָרן."
527,4,10,"העכסטנס האָבן זײ געקאָנט האָבן אַ השפּעה אױף שפּעטערע מאָלעכצן פֿון דעם זעלבן אינהאַלט, אַלס פֿאָרבילדער, אָבער זײ פֿלעגן ניט באַנוצט װערן אַלס פֿאָרלאַגע פֿאַר דער באַפּוצונג פֿון אַ בוך בכּלל."
528,4,11,אַ גאַנץ אַנדערע ראָלע שפּילט אין דער הינזיכט דער טעמפּל.
529,4,12,"אױפֿן בילד זײַט 4 זעען מיר אַ בלאַט פֿון אַ האַנטשריפֿט פֿון ספֿר שמות, װעלכע מ׳קען משער זײַן, אַז זי איז געשריבן אין מצרים אין יאָר 930 (גענומען פֿון דער פּעטערבורגער מלוכה־ביבליאָטעק Ms. II."
530,4,13,17).
531,4,14,"אױפֿן ערשטן בליק װירקט דאָס בלאַט רײן אָרנאַמענטאַל, ס׳װײַזט אױס װי אַ טעפּעך, אַ קאָמפּאָזיציע פֿון רײן געאָמעטרישע און געװיקסן־צײכענונגען."
532,4,15,"פֿאָרט אָבער איז עס נאָך ניט קײן טעפּעך, נאָך ניט קײן פֿאַרגליװערטע באַפּוצונג; װירקלעך לעבן פּולסירט נאָך אין די דאָזיקע פֿאָרמען."
533,4,16,"דאָס איז אַ בילד פֿון אַ טעמפּל, מיר קומען אַרײַן דורך ברײטע טױערן, דרײַ אײַנגאַנגען זײַנען עס."
534,4,17,"צװישן דעם מיטעלן, גרעסערן, אײַנגאַנג און די זײַטיקע ליגן נישעס, װעלכע זײַנען פֿאַרפֿילט מיט פֿאַנטאַסטישע בלומען, — אָדער זײַנען דאָס אפֿשר סטיליזירטע בײמער?"
535,4,18,"מיר גײען גלײַך פֿאָרױס און מיר דערזעען אַ גװאַלדיקע מנורה, װעלכע װאַקסט אױס פֿאַר אונדז אין דער מיט פֿונעם חלל, אירע אָרעמס זײַנען גראָד־װינקלדיק געבױגן און טראָגן אײללעמפּלעך."
536,4,19,"הינטער דער מנורה שטײַגט אַרױס דער אָרון־קודש, אָפּגעטײלט דורך אַ מחיצה."
537,4,20,דער אָרון־קודש איז מיט צװײ פֿליגלען און געקרױנט מיט אַ גזימס.
538,4,21,אינעװײניק שטײען אױפֿגעשטעלט צװײ לוחות מיט דרײַעקיקע אױערן (טאַבולאַ אַנסאַטאַ).
539,4,22,"רעכטס און לינקס פֿונעם אָרון, אינעם שטח פֿון דער מחיצה, רוקן זיך אַרױס צװײ גרױסע צװײַגן."
540,4,23,"זײַנען זײ אױף דער װאַנט געמאָלט, אָדער זײַנען זײ אין רעליעף אױסגעאַרבעט?"
541,4,24,דאָס איז שװער צו באַשטימען.
542,4,25,אין די זײַטן זײַנען נאָך אױסגעשטעלט די כּלי־הקודש.
543,4,26,דאָס אױסגעפּוצטע פֿעלד פֿון אױבן און די שמעלערע פֿעלדער בײַ די זײַטן זײַנען אַוודאי מאָזאַיִק־פֿוסבאָדן.
544,4,27,"אין אַן אַנדער בלאַט פֿון דער זעלבער האַנטשריפֿט, װעלכעס גיט אונדז אַ ביסל אַן אַנדער געמעל פֿונעם הײליקטום, זעען מיר װידער די מנורה, דאָס מאָל שױן מיט פֿאַרקײַלעכדיקטע, אױפֿגעהױבענע אָרעמס."
545,4,28,"דער שטח, אין װעלכן זי שטײט, איז דאָ אָפּגעגרענעצט אױך פֿון די זײַטן, און דער צװײטער רױם פֿון פֿאָרנט, אין װעלכן ס׳שטײט דער אָרון־קודש, איז אַ ביסל שמעלער."
546,4,29,מיר האָבן דאָ אַ מין אַבסידע.
547,4,30,"צי געפֿינט זי זיך אױך אױף די אױסערע מױערן, קען מען לײַדער ניט זען, װײַל דער אָפּשניט פֿונעם כּתבֿ־יד איז גראָד בײַ די דאָזיקע אינטערעסאַנטע ערטער געפֿעלערט."
548,4,31,"די נעבנשיפֿן זײַנען אײַנגעפֿאַסט אין זײַלנגאַנג, אױב מיר מעגן אָננעמען די קרײַזן פֿאַר זײַלן געצײכנטע אינעם פּלאַן."
549,4,32,אַלץ זאָגט עדות אױף אַזאַ פּירוש.
550,4,33,"דאָס מערקװירדיקע פֿון דעם דאָזיקן געמעל איז, װאָס אַ טײל חלקים זײַנע זײַנען פֿאָרגעשטעלט װי מ׳זעט עס אין פּלאַן, דאָס הײסט׃ אין האָריזאָנטאַלן שניט, אַנדערע טײלן אָבער אין פֿראָנטאַלן אױסזען."
551,4,34,"ביז צום שפּעטן מיטל־עלטער געפֿינען מיר אַזעלכע בױפּלאַנען, און גראָד אין העברעיִשע ביבל־האַנטשריפֿטן זײַנען אַזעלכע טעמפּל־צײכענונגען ניט זעלטן."
552,4,35,"אין די דאָזיקע בילדער, װי די אָט װאָס אַרומגערעדטע ספֿר־שמות־האַנטשריפֿט פֿונעם 10טן יאָרהונדערט, איז שױן דערגרײכט געװאָרן אַ מדרגה אין דער באַפּוצונג, װעלכע ליגט צװישן דער אילוסטראַציע און דער אָרנאַמענטאַציע."
553,4,36,"מיר דערקענען נאָך די אײַנריכטונג פֿון אַ טעמפּל אָדער אַ שול, נאָך איז עס אַ פֿאָרשטעלונג פֿון אַ װירקלעכן געבײַ, אָבער פֿאָרט… דאָס בילד הײבט אָן זיך פֿאַרהילן און פֿאַרשװוּמען."
554,4,37,עס איז װי דאָס בילד פֿון אַ חלום׃ אָט זײַנען נאָך דאָס געװען זײַלן — ניט אמת?
555,4,38,"— און אָט װערן פֿון די צירקלען, װאָס באַטײַטן די זײַלן, קרײַזן באַצירטע מיט בלומען."
556,4,39,"שױן גיסן זיך איבער די כּלים, די װאַזעס, די קענדלעך, די לײַכטער, דער לולבֿ, די אתרוגים — אין אָרנאַמענטן."
557,4,40,"אַזעלכע פֿאַרװאַנדלונגען זעען מיר הײַנט נאָר נאָך אינעם באַלעט, װעלכער באַנוצט זיך גערן מיטן טעמע, װוּ באַװעגלעכעס לעבן װערט פֿאַרגליװערט אין אַ בילד."
558,4,41,אַן אַנדערע העברעיִשע האַנדשריפֿט — אױך פֿון דער פּעטערבורגער מלוכה־ביבליאָטעק (Ms. II.
559,4,42,"49), געװיס פֿון דעם זעלבן מקור און פֿון דער זעלבער צײַט, װי די אױבן דערמאָנטע, באַװײַזט אונדז אַ װײַטערן שריט אינעם פּראָצעס פֿון סטיליזירונג (זײַט 3)."
560,4,43,"די ֹלוחות שטײען שױן ניט אין הינטערגרונט, אױף אַ מרחק, אזױ װי זײ װערן געזען פֿונעם אַרײַנגײער אין טעמפּל, ניט האָבנדיק די העזע צו גײן צו נאָענט צום הײליקטום, נאָר זײ בילדן דעם מיטלפּונקט פֿון דער קאָמפּאָזיציע."
561,4,44,"דאָס, װאָס מיר זעען אַ ר ו ם די לוחות איז שױן ניט די אײַנריכטונג פֿון אַ טעמפּל, ניטאָ מער דער לאַנגער זאַל מיט די נעבנשיפֿן און מחיצות, מיט די לײַכטער און כּלים, נאָר אײנציק די בײַשטידלעך פֿונעם אָרון־קודש."
562,4,45,די לוחות זײַנען אַרױסגערוקט צו אונדז נעענטער און דער אָרון־קודש איז אַזױ װי אַ רעמל פֿאַר זײַ.
563,4,46,אָבער דער אָרון־קודש װערט אױך שױן ניט געפֿילט אין זײַן קעגנשטענדלעכקײט.
564,4,47,"דער פּראָצעס פֿון דעם אָרנאַמענטאַלן גילגול האָט אױך אים פֿאַרכאַפּט, די בײַשטידלעך, דער גזימס… אַלץ צעפֿאַלט זיך אױף קװאַדראַטן און קרײַזן, און די שריפֿט פֿלעכט זיך אַרום די דאָזיקע צעברעקלטע בױגלידער, װעלכע זײַנען עס שױן מער ניט."
565,4,48,אױף דעם װעג זײַנען געגאַנגען די מיזרח־מענטשן בכּלל.
566,4,49,"די אַראַבער האָבן סטיליזירט אױף זײערע תּפֿילה־טעפּעכן, אין זײערע קאָראַנען, די הײליקע נישע, דעם „מיערבֿ“, פּונקט אַזױ װי די ייִדן האָבן סטיליזירט דעם אָרון־קודש."
567,4,50,"אױך די ערשטע קריסטן האָבן זיך גענומען דעם אָרון אַלס מאָטיװ צום באַפּוצן זײערע ביכער און באַזונדער פֿלעגן זײ אים אױסדערװײלן בײַ טעקסטן, װאָס זײַנען װי לוחות אױסגעשטעלט."
568,4,51,"דאָס פֿריסטע בײַשפּיל פֿאַר דעם גיט אונדז די עװאַנגעליע, װאָס איז געשריבן געװאָרן אין מעסאָפּאָטאַמיע, אין דער שטאָט זאַגבאַ, פֿון דעם סירישן מאָנאַך ראַבולאַ אינעם יאָר 586."
569,4,52,דער כּתבֿ־יד געפֿינט זיך אין דער לאַורענציאַנאַ אין פֿלאָרענץ.
570,4,53,"דאָ טרעפֿן מיר אײזעביוסעס קאָנקאָרדאַנץ־טאָװלען אײַנגעפֿאַסט אין אַ בױגן־אַרכיטעקטור, אַ זכר צום הײליקן אָרון."
571,4,54,דער דאָזיקער מאָטיװ װערט סטערעאָטיפּיזירט און ער פֿאַרלאָזט שױן ניט דאָס געביט פֿון דער בוך־באַפּוצונג.
572,4,55,"די ביזאַנטינישע קונסט האָט עס פֿאַרמאָגט אין פֿאַרלױף פֿון יאָרהונדערטן, די פּאַטריאַרכאַלישע, פֿונעם בית־המקדש איבערגעליפֿערטע פֿאָרעם אױפֿצוהאַלטן."
573,4,56,"דער אָרון אָדער דער „שער“, װעלכער ראַמט אַרום דעם טעקסט (צו באַמערקן איז כּדאי, אַז די שריפֿט־קאָלאָנעס רופֿט דער תּרגום אונקלוס אָן „טירן“, דלתות אָדער פּצים) װערט מיט פּאַלמען־בײמער אָדער בלומען בײַ די זײַטן אַרומגעשטעלט."
574,4,57,"די דאָזיקע פּאַלמען און בלומען קענען מיר פֿון דער באַשרײַבונג פֿון מקדש־שלמה אין ספֿר מלכים א, ו, כ״ט."
575,4,58,דאָרט װערן די פּאַלמען־בײמער אױסדריקלעך דערמאָנט אַלס עלעמענטן פֿון דער װאַנט־דעקאָראַציע.
576,4,59,"פּאַלמען־בײמער און כּרובֿים, דאָס איז אַן אַלטער אַשורישער מאָטיװ אױף װענט און טירן און אױך פֿרײַ שטײענדיק, און אָט זעען מיר זײ װידער אין שלמהס בית־המקדש."
577,4,60,אױך אין דעם פֿריִער אַרומגערעדטן מיצרישן כּתבֿ־יד פֿון ספֿר שמות איז דער אָרון־קודש מיט צװײַגן און בלומען אַרומגעשטעלט בײַ די זײַטן.
578,4,61,"אין 9טן און 10טן יאָרהונדערט פֿאַרבלײַבט די ייִדישע אילומינאַציע (האַנדשריפֿט־באַפּוצונג) אַזױ װי בײַ אַלע פֿעלקער, נאָך זײער ענג פֿאַרבונדן מיט די פֿאַרשײדענע קונסט־געװערבלעכע אױסאַרבעטונגען."
579,4,62,דער באַפּוצער איז אָפֿט געװען אַ יוּוועליר און געקאָנט די מלאכה פֿון גראַװירן און עמאַלירן.
580,4,63,"דערמיט דערקלערט זיך די פֿאָרליבע זײערע צום גאָלד אין דער אילומינאַציע (באַפּוצונג), צום פֿאָרשטעלן מעטאַלענע כּלים און קײטן־מאָטיװן אין דער אָרנאַמענטאַציע."
581,4,64,"ערשט אין 12טן און 13טן יאָרהונדערט װערט די באַשעפֿטיקונג פֿונעם אילומינירער (בוך־באַפּוצער) זעלבסטשטענדיקער, די מאָלערײַ װערט אַ באַזונדערער צװײַג און די פֿאַרבן קומען צום גרױסן טײל אױפֿן אָרט פֿונעם גאָלד."
582,4,65,"אין דער רײַצדיק שיינער קלײנער הגדה־האַנטשריפֿט פֿונעם 14טן יאָרהונדערט (זע בילד זײַט 8), װעלכע געפֿינט זיך אין בריטיש מוזעום (Or."
583,4,66,"2737), זעען מיר, אַז דאָס גאָלד איז שױן אַװעקגעפֿאַלן."
584,4,67,די בילדער זײַנען פֿון אַ װוּנדערבאַרן פֿאַרבנפֿרײד און העלקײט.
585,4,68,"אַ קרעפֿטיק געלב, אַ פֿלאַשנגרין פֿאַראײניקן זיך מיט אַ לײַכטנדיקן צינאָבער, מיט פּורפּוררױט, װעלכעס גײט איבער אין װיאָלעט."
586,4,69,"דער כװאַליע־מאָטיװ אינעם ראַמען און אינעם בױגן װײַזן, אַגבֿ, די האַנט פֿונעם מעטאַל־גראַװירער."
587,4,70,דאָס גאַנצע בילד װירקט אױך אין די אַרכיטעקטאָנישע מכשירים גיכער מוריניש װי גאָטיש.
588,4,71,"דער טעקסט פֿון דער דאָזיקער הגדה האָט זײער װײניק באַפּוצונג, בלױז פֿון צײַט צו צײַט אַ פֿאַרצירטעס אָנהײב־װאָרט."
589,4,72,"דערפֿאַר אָבער זײַנען די בילדער, װאָס זײַנען בײַגעלייגט צום ביכל אַלס סעריע, אַלע אײַנגעפֿאַסט אין בױגן־אַרכיטעקטורן, אַזױ װי דאָס, װעלכעס איז דאָ אָפּגעבילדעט."
590,4,73,אין דעם דאָ רעפּראָדוצירטן בלאַט שפּילט דער טױער־מאָטיװ אַ טאָפּעלע ראָלע.
591,4,74,"ערשטנס, אַלס סטערעאָטיפּישע אײַנפֿאַסונג, נאָר דאָ פֿאַסט ער אײַן ניט אַ שריפֿטטאָװל, נאָר אַ בילד, און צװײטנס אַלס עלעמענט פֿונעם אינהאַלט פֿון דעם בילד."
592,4,75,"דאָס בילד שטעלט נעמלעך פֿאָר אַ מיקווה, אַ מרחץ, װעלכער איז פֿאָרגעשטעלט אינעם פּרעכטיקן געבײַ."
593,4,76,"אױף דער גאַלעריע איבער די אַרקאַדן, זעט מען פֿרױען אײַנגעהילט אין שאַלן, װעלכע באַשעפֿטיקן זיך מיטן טובֿלען נײַע כּלים אױף פּסח."
594,4,77,"די אַרכיטעקטור, די געשטאַלטן פֿון די פֿרױען, דאָס אונטן פֿליסנדיקע װאַסער — אַלץ איז פֿון מאָנומענטאַלער שײנקײט."
595,4,78,"מ׳זעט, — אַז דער ראַמען, װען ער פֿאַסט אַרום ניט קײן טעקסט, נאָר אַ בילד, קאָן ער געװינען צוריק זײַן אורשפּרינגלעכע אַרכיטעקטאָנישע באַדײַטונג."
596,4,79,"אַ װירקלעכער טױער, אַ װירקלעך געבײַ — אין אונדזער פֿאַל די מיקווה, — דאַרף פֿאָרגעשטעלט װערן."
597,4,80,"נאָר על־פּי רובֿ איז עס שױן ניט דער אָרון־הקודש, נאָר דער טױער, אָדער דאָס געװעלב, פֿון אַ קירכע אָדער אַ שול, אָדער אַ מעטשעט, װעלכעס שװעבט פֿאַרן קינסטלערס אױגן בײַ דער אַרבעט."
598,4,81,דער טױער־מאָטיװ װערט אַלץ רײַכער באַפּוצט און ער װערט על־פּי רובֿ פֿאַרנוצט פֿאַר די באַדײַטנדיקערע בילדער פֿונעם בוך.
599,4,82,"אינעם זעלטענעם סדר־בילד, װאָס מיר האָבן געבראַכט אינעם ערשטן העפֿט מילגרױם (זײַט 1), װעלכעס איז דאָס באַדײַטנדיקסטע אין דער סעריע סדר־סצענעס פֿון דער דערמאָנטער הגדה (British Museum Add."
600,4,83,"14761), העלפֿט דער אַרכיטעקטאָנישער ראַמען ניט װײניק צו כּדי די פֿײַערלעכקײט פֿונעם סדר צו שטײגערן."
601,4,84,"אין דעם זעלבן כּתבֿ־יד געפֿינען מיר אײנע אַ סדר־סצענע, פֿאַר װעלכער דער קינסטלער האָט, עס װײַזט אױס, געװאָלט װײניקער פּלאַץ און באַדײַטונג אָפּגעבן."
602,4,85,"אױף דעם בלאַט זאָל אַחוץ דעם בילד, נאָך אַ פֿינף שורות פֿון טעקסט געשריבן שטײען (זע בילד זײַט 6)."
603,4,86,"דערפֿאַר האָט ער אזױ דאָס בילד קאָמפּאָנירט, אַז דער געװעלב־בױגן זאָל נאָר די הױפּט פּערזאָנען אײַנפֿאַסן, דעם בעל־הבית און זײַן פֿרױ."
604,4,87,די איבעריקע מיטגלידער פֿון דער פֿאַמיליע און דער אורח קאָנען זיך מיט אַ פּראָסטערער אײַנראַמונג באַנוגענען.
605,4,88,"אָפֿט װערט דאָס בילד אַװעקגעשטעלט איבערן טױער, אַזױ װי דאָס קומט פֿאָר אין דעם בלאַט פֿון אַ מחזור פֿונעם 14טן יאָרהנדערט, װעלכעס שטעלט פֿאָר די סצענע פֿון מתּן־תּורה (זע מילגרױם, העפֿט 2, זײַט 1)."
606,4,89,"דער טעקסט, װעלכער איז װי טאָװלען אױסגעשטעלט, געפֿינט זיך אינעם אינערן פֿונעם טױער."
607,4,90,אינעם 15טן יאָרהונדערט אַנטװיקלט זיך די פּערספּעקטיװ און מע באַקומט די מעגלעכקײט צו צײכענען געבײַען מיט אַ גרעסערן רחבֿות אוּן ניט בלױז פֿונעם פֿראָנטאַל געזען.
608,4,91,"דעמאָלט פֿאַרלירט דער פֿלאַכער טױער־מאָטיװ, װעלכער איז באַשטימט געװען אַלס ראַמען, זײַן באַדײַטונג."
609,4,92,"דער חלל װערט שױן אָנגעװיזן ניט דורכן פֿלאַכן בױגן, נאָר מע באַמיט זיך אים צו װײַזן אין זײַן אױסשפּרײטונג אין דער טיף."
610,4,93,"דער נאַטוראַליזם געפֿינט זײַן אױסדרוק אױך אין דעם, װאָס די לאַנדשאַפֿט מעג קומען צום װאָרט."
611,4,94,"די נײַע ריכטונג פֿילט זיך שױן אין דעם בלאַט פֿון דער הגדה געשריבן פֿון אײנעם יוסף בר־אפֿרים (געפֿינט זיך אין דער מלוכה־ביבליאָטעק אין מינכען, Cod."
612,4,95,hebr.
613,4,96,200).
614,4,97,"דאָס דאָזיקע בלאַט איז רעפּראָדוצירט בײַ אונדז אױף זײַט 1, די אײבערשטע פֿיגור — רבי יוסי הגלילי — זיצט אײנפֿאַך אױף אַ גראָזבענקל, קײן שטרענגע אַרכיטעקטור פֿאַרצױמט ניט אירע באַװעגונגען."
615,4,98,"אַ גרין בערגל, אַ בלױער הימל, — װי װוּנדערלעך װירקט דאָ דאָס פֿאָרזיכטיקע, פּחדנותדיקע דערנענטערן זיך צו דער נאַטור!"
616,4,99,די פֿיגור אונטן — רבי אליעזר — װי זי קאָן שױן זיצן!
617,4,100,װי זי האַלט דאָס דעם בוך!
618,4,101,אָבער דער צוזאַמענהאַנג צװישן דעם בילדל און דער שריפֿטזײַט איז שױן גאַנץ לױז געװאָרן.
619,4,102,"ס׳האָט געפּלאַצט דער שטרענגער ראַמען, אַ כװאַליע פֿון פֿרײַען לעבן האָט אָפּגעשװענקט די געירשענטע בוך־עסטעטיק."
620,4,103,און אױף אַזאַ אופֿן האָט אױך דער טױער־מאָטיװ פֿאַרלאָרן זײַן באַדײַטונג.
621,4,104,"מע האָט אים אָנגעהױבן פֿילן אַלס אַ שטערונג, אַלס ענג מאַכנדיק, אַלס צו פֿײַערלעך און עלטערטימלעך."
622,4,105,"דערפֿאַר האָט מען אים איבערגעטראָגן אױפֿן טיטלבלאַט פֿונעם בוך, אָפּגעשטופּט צום יום־טובֿדיק אױסגעפּוטצטן שער־בלאַט."
623,4,106,"דאָ, פֿאַר דעם טעקסט, קאָן ער ניט שטערן."
624,4,107,"און טאַקע די אױסשטעלונג פֿונעם טיטלבלאַט, װעלכער האָט ניט קײן המשכדיקן טעקסט, נאָר קורצע אָנגאַבן, דהײנו׃ דעם נאָמען פֿונעם ספֿר, דעם מחבר, דעם פֿאַרלעגער און אַ."
625,4,108,װ.
626,4,109,"— אַלץ אַזעלכע מיטטײלונגען, װעלכע קאָנען צום בעסטן אױסגעשטעלט װערן טאָװלאַרטיק, — פּאַסט זיך צום בעסטן צו דער טױער־פֿאָרעם."
627,4,110,"אין אונדזערע געדרוקטע ביכער פֿון דער רענעסאַנס־צײַט, פֿון באַראָק, פֿון ראָקאָקאָ און עמפּיר געפֿינען מיר אָפֿט דעם טױער־מאָטיװ באַנוצט אױפֿן טיטלבלאַט."
628,4,111,"זײַנע פֿאָרמען בײַטן זיך אין אײנעם מיטן סטיל, אַ מאָל איז עס די קלאַסישע זײַלן־אָרדנונג, אַ מאָל זײַנען די זײַלן געדרײט, אַ מאָל איז עס אַ בױגן, אַ מאָל אַ גלײַכע פֿלאַנקע."
629,4,112,אױפֿן אָרט פֿון די פּאַלמען און בלומען קומען די צורות פֿון משה ואהרון.
630,4,113,דער סימבאָל פֿונעם „אָרון־הברית“ איז פֿאַרשטאַרקט געװאָרן.
631,4,114,אין די הגדה פֿונעם 17טן יאָרהונדערט זײַנען אַזעלכע טיטלבלעטער שכיח געװען.
632,4,115,מער פֿון אַלע איז די מגלת־אסתּר געטרײַ געבליבן דעם טױער־מאָטיװ.
633,4,116,"ביז צו דער שפּעטסטער צײַט האָט זי אײַנגעפֿאַסט אירע „טירן“ — אַזױ פֿיל װי זי פֿלעגט זײ איבערהױפּט באַפּוצן, — אין בױגן־אַרכיטעקטורן."
634,4,117,פֿון אוראַלטע צײַטן האָט זיך דער מאָטיװ פֿונעם אָרון װײַטער געפֿלאַנצט.
635,4,118,"אַוודאי האָבן די ערשטע קריסטן גענאַשט פֿון די ייִדישע בוך־קינסטלער, שפּעטער אָבער האָבן זיך די ראָלן געביטן און דער שער־ראַמען אין די האַנטשריפֿט־מאָלערײַען — כאָטש אַלץ נאָך אַ זכר פֿונעם אָרון־הקודש — װערט אַ מאָטיװ פֿון דער קירך־אַרכיטעקטור, וועלכע ווערט באַנוצט אויך פֿון די ייִדישע אילומינירערס, און שפּעטער, אין דער צײַט פֿונעם בוכדרוק, פֿון די גראַװירערס."
636,4,119,"זײ האָבן אָבער איבערגענומען נאָר דעם גילגול פֿון דער סטילפֿאָרעם, הינטער װעלכער, זאָל עס זײַן באַראָק, אָדער עמפּיר, איז סוף־כּל־סוף געשטאַנען אַלץ דאָס זעלבע אורבילד, אַלץ די סעלבע גרונט־אידעע פֿון דעם הײליקן אָרון מיט די שטײנערנע לוחות פֿון משה־רבינו."
637,5,0,"אײן טאָכטער האָט געהאַט באַשע חיה־גיטעלעס, אײן אױג אין קאָפּ – דאָך האָט זי נעבעך זײער װײניק נחת פֿון איר געהאַט!…
אַז דער אַלטער האָט נאָך געלעבט, איז געװען ניט צו פֿאַרזינדיקן; חנהלען האָט גאָר ניט געפֿעלט – סײַ אַ קלײד, סײַ אַ שוך – אַלץ איז געװען, געלױבט און געדאַנקט זײַן נאָמען…
חנהלען האָט מען אױך גענומען אַ לערער צום לערנען – שױן אַזאַ װעלט, ברוך־השם, אַז מען מוז זײַן געבילדעט…
און אַ טײַערע קעפּעלע האָט חנהלע געהאַט, גאָר אַ מאַנצבילשע, און האָט זיך געלערנט, װאָס איז שײַכות, אָט טאַקע װי אַן עילױ… איר שרײַבן איז געװען אַ פּיקוח־נפֿש ממש, הײַנט איר לײענען, אַ קאַטאָװעס איר לײענען?"
638,5,1,"אײנע אין אַ װעלט!…
הײַנט אַ פּאַרשױן איז געװען חנהלע, אָסור‏ אױב צו איר האָט מען געקענט גאָר געפֿינען אַ גלײַכן, װען מען זאָל כאָטש אױסזוכן די װעלט אין מיטן העלן טאָג מיט אַ ליכט אין האַנט!…
שװאַרצע אױגן װי אַ פּאָר פֿינקלדיקע בריליאַנטן, אַ פּנים ליכטיק, ניט אַרײַנצוקוקן, װי אין דער שײנער, ליכטיקער זון… אַ שמײכל – גאָלע חן… הײַנט אַ װוּקס?"
639,5,2,"הױך און גלײַך, אַ יונג בײמעלע!…
דער טאַטע משה און די מאַמע באַשע האָבן ממש געקװאָלן פֿון זײער געראָטענער בת־יחידקע – זײער חנהלע, זײער געראָטענע טאָכטער, מיט איר שײנקײט, מיט איר חכמה, װעט געװיס קריגן אַ חתן, אַ זײַדענעם יונגן־מאַן…
דאָ איז אָבער חנהלע פּלוצעם געבליבן אַ ביטערע יתומה, נעבעך – איר טאַטע משה האָט אַװעקגעגעבן זײַן נשמה צו גאָט…
זי איז דאַן שױן געװען אַ זיבעצן־יאָריקע מײדל, בײַ לײַטן אַ כּלה אַ מױד."
640,5,3,"און פֿאַרדאגהט האָט זיך באַשע: װינד און װײ איז איר, װאָס זאָל זי נעבעך איצט טאָן?"
641,5,4,"קײן חיונה איז ניטאָ, חנהלע איז אַ דערװאַקסענע מױד – װאָס װעט זײַן?"
642,5,5,װאָס װעט זײַן?
643,5,6,"און זי האָט זיך גענומען האַלטן עצות מיט חנהלען: חנהלע – טאָכטערקע, װאָס טוט מען?"
644,5,7,"– פֿאַל ניט אַראָפּ, מאַמינקע; לאָז מיך נאָר פֿאָרן קײן אַמעריקע, דאָרט װעל איך גאַנץ זײַן."
645,5,8,"װען אַזאַ שלאַק, װי יאַכנע שמערל־איצעס, האָט זיך דאָרט געפֿונען אַ באַשערטן – אַ גבֿיר, אַ גאַנצן פֿאַבריקאַנט, האָב איך גאָר ניט װאָס צו זאָרגן…
– חנהלע, טאָכטערקע, װאָס רעדסטו, אױ אַ װײטאָג איז מיר, סטײַטש, אין אַמעריקע?"
646,5,9,"און װוּ װעל איך בלײַבן אױף מײַנע עלטערע יאָרן, מיט װעמען, אַ בראָך צו מיר?!"
647,5,10,"– איך װעל באַלד שיקן נאָך דיר פֿון דאָרטן…
און געװײנט האָט באַשע, שלאָגנדיק זיך מיט דער דעה, געװײנט ביטער… װי זאָל זי זיך צעשײדן‏ מיט חנהלען?"
648,5,11,"װי אַזױ לאָזט מען אַזאַ יונגע קינד אַלײן אין אַזאַ ווײַטן דרך, אין אַ װעלט ערגעץ אונטער דער ערד… דאַרף פֿאָרן מיטן ים… און אַז דער אײבערשטער האָט שױן בשלום אַריבערגעבראַכט אַהין צו, װאָס װעט זײַן מיט איר דאָרטן?… קײן מאַמע, קײן טאַטע, קײן פֿרײַנט, קײן גואל… װײ איז צו איר, װײ איז צו איר מאַמעס האַרץ, װײ, װײ!…
און אױפֿן סוף האָט דאָך חנהלע בײַ איר געפּועלט צו לאָזן זי אין אַמעריקע: „עט, װאָס מאַכט עס אױס… מסתּמא אַזױ באַשערט… דער גרױסער גאָט לעבט אומעטום… לאָז זי פֿאָרן געזונטערהײט קײן אַמעריקע“…
און פֿאַרקױפֿט האָט באַשע איר שטיבל, און אױס בעל־הביתטע!"
649,5,12,"און האָט געגעבן חנהלען צװײ הונדערט זילבערנע רובל אױף דער רײַזע…
אױ האָט געקװעטשט באַשען דאָס האַרץ, פֿאָרנדיק צום װאָקזאַל מיט איר חנהלען!…
– חנהלע, חנהלע, גאָט זאָל מיט דיר זײַן, דער זכות פֿון דײַן פֿרומען טאַטן זאָל דיר בײַשטײן!"
650,5,13,– האָט געקלאָגט באַשע.
651,5,14,"חנהלע האָט אױך געװײנט, געװישט מיט אַ װײַסער טיכל אירע שײנע אױגן און ביטער געװײנט."
652,5,15,"זי איז אַרײַן אין װאַגאָן… באַשע איז געבליבן אַ געשטאָרבענע, אין האַרצן האָט זיך בײַ איר אָפּגעריסן… אַ קלונג… אַ פֿײַף… די װאַגאָנעס הייבן זיך אָן לאַנגזאַם צו רירן… חנהלע שטעקט אַרױס דעם קאָפּ דורכן פֿענצטערל פֿון איר װאַגאָן."
